Route,Route Type,numero_vuelo,NB/WB,Flt Desg,Eff Date,Dis Date,Freq,Fleet,Equip,Service Type,Dept Arp,Dept Time,Arvl Arp,Arrv Time,Saleable config.,demora,TA,BU,owner,Provider Catering,Centralized Cat,Icebridge,Cycle_BC/PE,Cycle_YC,Cycle_Crew,bc_serv_1,bc_serv_2,bc_serv_3,pe_serv_1,pe_serv_2,yc_serv_1,yc_serv_2,yc_serv_3,yc_serv_4,crew_serv_1,crew_serv_2,crew_serv_3,crew_serv_4,"Provider
APV","Type
APV",Centralized APV,"Service
Bar",type_pdto,Cod_letter_triptico,PRINT,BOARDING,ttl_wkly_freq,mon,tue,wed,thu,fri,sat,sun,30-sept-24,31-oct-24,30-nov-24,31-dic-24,31-ene-25,Docs prov.,1,2,3,4,5,Config. Supply Planning,Dept Arp type,Provider Catering type,BC_PE rule group,BC_PE rule,YC rule group,YC rule,TC rule group,TC rule
GRUMVD,Leisure,LA8118,NB,LA8118,9/1/2024,9/22/2024,......7,320,328,J,GRU,7:05:00 a. m.,MVD,9:50:00 a. m.,W16Y156,2:45:00,2:05:00 a. m.,REG,JJ,GRU,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,0,0,0,GRU,LR,Yes,0,0,0,0,0,1,,,,,,,X,4,0,0,0,0,GRU,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCJJM01,TCJJM01-3
BOGSCL,,LA0622,WB,LA0575,9/1/2024,9/1/2024,......7,788,788,J,BOG,7:15:00 a. m.,SCL,2:00:00 p. m.,J30Y217,5:45:00,9:10:00 a. m.,REG,LA,BOG,No,No,CV,CV,CV,HBE0,SPM0,0,0,0,HB00,SNA0,0,0,HBE0,SS00,BF00,0,SCL,SH,Yes,SH,TRIP BC,BOG-HBE0-0-0-CV-TRIP BC,LIM,BOG,1,,,,,,,X,1,0,0,0,0,SCL,0,0,0,0,0,J30Y220,OP HUB,OP HUB,BCM04,BCM04-3,YWM05B,YWM05B-2,TCLAM02,TCLAM02-2
GRULIM,Corporate,LA8099,NB,LA8098,9/1/2024,9/8/2024,.23...7,321,31R,J,GRU,7:15:00 a. m.,LIM,10:35:00 a. m.,W12Y206,5:20:00,2:40:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,HLDE,0,0,GRU,SH,Yes,PEC,TRIP PEC,GRU-HBPY-0-CV-TRIP PEC,GRU,GRU,3,,X,X,,,,X,4,0,0,0,0,GRU,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-2,YNM04B,YNM04B-2,TCJJM02,TCJJM02-3
SCLLIM,,LA0534,WB,LA0534,9/1/2024,9/6/2024,..3.5.7,788,788,J,SCL,7:20:00 a. m.,LIM,10:00:00 a. m.,J30Y213,3:40:00,2:00:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,HBE0,0,0,0,0,HB01,0,0,0,HBE0,BF00,0,0,SCL,LH,No,SH,TRIP BC,SCL-HBE0-0-0-CV-TRIP BC,SCL,SCL,3,,,X,,X,,X,3,0,0,0,0,SCL,0,0,0,0,0,J30Y220,HUB,HUB,BCM03,BCM03-3,YWM04,YWM04-2,TCLAM01,TCLAM01-2
MVDLIM,Leisure,LA2207,NB,LA2421,9/1/2024,9/1/2024,......7,319,319,J,MVD,7:25:00 a. m.,LIM,10:30:00 a. m.,W12Y126,5:05:00,12:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBER,0,0,0,HBPY,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HBPY-0-CV-TRIP PEL,LIM,LIM,1,,,,,,,X,1,0,0,0,0,LIM,0,0,0,0,0,W12Y126,Station,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLPM02,TCLPM02-2
MEXSCL,,LA0602,WB,LA0621,9/1/2024,9/7/2024,1234567,788,788,J,MEX,7:30:00 a. m.,SCL,5:45:00 p. m.,J30Y213,8:15:00,5:10:00 a. m.,LH,LA,MEX,No,No,CV,CV,CV,HB00,HL00,0,0,0,FHB1,FHS0,0,0,HB00,HLBC,BF00,0,MEX,REPO,No,LH,CM,MEX-HB00-HL00-0-CV-CM,SCL,SCL,7,X,X,X,X,X,X,X,7,0,0,0,0,SCL,0,0,0,0,0,J30Y220,Caterer,Caterer,BCM05,BCM05-3,YWM06F,YWM06F-3,TCLAM02,TCLAM02-2
AKLSYD,,LA0800,WB,LA0801,9/1/2024,9/28/2024,1234567,789,789,J,AKL,7:30:00 a. m.,SYD,9:35:00 a. m.,J30Y272,4:05:00,2:00:00 a. m.,LH,LA,AKL,Yes,No,CV,CV,CV,HBE0,0,0,0,0,HB01,0,0,0,HBE0,BF00,0,0,AKL,LH,Yes,SH,TRIP BC,AKL-HBE0-0-0-CV-TRIP BC,SCL,SCL,7,X,X,X,X,X,X,X,28,0,0,0,0,SCL,TARJETA AUSTRALIA ADUANA CREW ENG,TARJETA AUSTRALIA MIGRACION ENG,TARJETA DE MIGRACION AUSTRALIA ESP,0,0,J30Y274,Caterer,Caterer,BCM03,BCM03-3,YWM04,YWM04-2,TCLAM01,TCLAM01-2
EZELIM,Leisure,LA2276,NB,LA1436,9/1/2024,9/8/2024,.234..7,320,328,J,EZE,7:35:00 a. m.,LIM,10:20:00 a. m.,W16Y156,4:45:00,12:00:00 a. m.,REG,XL,LIM,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBER,0,0,0,HBPY,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HBPY-0-CV-TRIP PEL,LIM,LIM,4,,X,X,X,,,X,5,0,0,0,0,GYE,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCXLM01,TCXLM01-2
EZELIM,Leisure,LA2390,NB,LA2464,9/1/2024,9/8/2024,...4.67,320,328,J,EZE,7:40:00 a. m.,LIM,10:35:00 a. m.,W16Y156,4:55:00,2:10:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBER,0,0,0,HBPY,BF00,SS00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HBPY-0-CV-TRIP PEL,LIM,LIM,3,,,,X,,X,X,4,0,0,0,0,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLPM01B,TCLPM01B-2
LIMSCL,Corporate,LA0134,NB,LA0523,9/1/2024,9/6/2024,12..5.7,321,31R,J,LIM,7:50:00 a. m.,SCL,12:30:00 p. m.,W12Y206,3:40:00,12:00:00 a. m.,REG,LA,LIM,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,BF00,0,0,LIM,SH,No,PEC,TRIP PEC,LIM-HBPY-0-CV-TRIP PEC,LIM,LIM,4,X,X,,,X,,X,4,0,0,0,0,SCL,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-2,YNM04B,YNM04B-2,TCLAM01,TCLAM01-2
GRUBOG,Leisure,LA4200,NB,LA4904,9/1/2024,9/29/2024,......7,320,32D,J,GRU,7:50:00 a. m.,BOG,12:03:00 p. m.,W16Y150,6:13:00,12:00:00 a. m.,REG,4C,GRU,No,No,CV,CV,CV,0,0,0,HBPY,SNK4,HBE0,SAM2,0,0,HBPY,HLDE,BF00,0,BOG,SH,Yes,PEL,TRIP PEL,GRU-HBPY-0-CV-TRIP PEL,GRU,GRU,1,,,,,,,X,5,0,0,0,0,BOG,0,0,0,0,0,W12Y162,HUB,HUB,PCM04,PCM04-2,YNM05,YNM05-2,TC4CM02,TC4CM02-2
SCLLIM,Corporate,LA2427,NB,LA2424,9/1/2024,9/2/2024,1.....7,320,328,J,SCL,7:55:00 a. m.,LIM,10:45:00 a. m.,W12Y162,3:50:00,1:10:00 a. m.,REG,LP,SCL,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,BF00,0,0,SCL,SH,No,PEC,TRIP PEC,SCL-HBPY-0-CV-TRIP PEC,SCL,SCL,2,X,,,,,,X,2,0,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-2,YNM04B,YNM04B-2,TCLPM01,TCLPM01-2
MDZLIM,Leisure,LA2109,NB,LA2434,9/1/2024,9/8/2024,......7,320,328,J,MDZ,8:00:00 a. m.,LIM,9:55:00 a. m.,W12Y162,3:55:00,12:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBER,0,0,0,HBPY,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HBPY-0-CV-TRIP PEL,LIM,LIM,1,,,,,,,X,2,0,0,0,0,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLPM02,TCLPM02-2
CORLIM,Leisure,LA1436,NB,LA2365,9/1/2024,10/26/2024,1234567,319,319,J,COR,8:05:00 a. m.,LIM,10:00:00 a. m.,W8Y132,3:55:00,3:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBER,0,0,0,HBPY,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HBPY-0-CV-TRIP PEL,LIM,LIM,7,X,X,X,X,X,X,X,30,26,0,0,0,LIM,0,0,0,0,0,W12Y126,Station,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLPM01,TCLPM01-2
SCLGRU,Corporate,LA0763,NB,LA0762,9/1/2024,9/7/2024,..3..67,321,31R,J,SCL,8:15:00 a. m.,GRU,1:15:00 p. m.,W8Y212,4:00:00,1:05:00 a. m.,REG,LA,SCL,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,BF00,0,0,SCL,SH,Yes,PEC,TRIP PEC,SCL-HBPY-0-CV-TRIP PEC,SCL,SCL,3,,,X,,,X,X,3,0,0,0,0,SCL,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-2,YNM04B,YNM04B-2,TCLAM01,TCLAM01-2
LIMBOG,Leisure,LA2385,NB,LA2384,9/1/2024,9/5/2024,..34..7,319,319,J,LIM,8:15:00 a. m.,BOG,11:25:00 a. m.,W8Y132,3:10:00,12:55:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,BF00,0,0,LIM,LR,Yes,0,0,0,0,0,3,,,X,X,,,X,3,0,0,0,0,LIM,0,0,0,0,0,W12Y126,HUB,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCLPM01,TCLPM01-2
SCLMVD,Leisure,LA0406,NB,LA0406,9/1/2024,9/5/2024,1..4..7,320,328,J,SCL,8:25:00 a. m.,MVD,11:37:00 a. m.,W12Y162,2:12:00,12:54:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,3,X,,,X,,,X,3,0,0,0,0,SCL,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCLAM01,TCLAM01-2
SCLAEP,Leisure,LA0426,NB,LA0427,9/1/2024,9/7/2024,1....67,320,328,J,SCL,8:25:00 a. m.,AEP,11:33:00 a. m.,W16Y156,2:08:00,1:00:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,3,X,,,,,X,X,3,0,0,0,0,SCL,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCLAM01,TCLAM01-2
SCLMDZ,Leisure,LA0435,NB,LA0434,9/1/2024,9/1/2024,......7,320,328,J,SCL,8:25:00 a. m.,MDZ,10:28:00 a. m.,W16Y156,1:03:00,12:42:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,SNK2,0,DP00,0,0,0,HB00,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,1,,,,,,,X,1,0,0,0,0,SCL,0,0,0,0,0,W12Y162,HUB,HUB,PCM01,PCM01-1,YNM01,YNM01-1,TCLAM01,TCLAM01-2
GRUASU,Leisure,LA1324,NB,LA1300,9/1/2024,9/1/2024,......7,320,328,J,GRU,8:25:00 a. m.,ASU,9:35:00 a. m.,W12Y162,2:10:00,1:10:00 a. m.,REG,PZ,GRU,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,SS00,0,0,0,GRU,LR,Yes,0,0,0,0,0,1,,,,,,,X,1,0,0,0,0,GRU,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCPZM01B,TCPZM01B-2
BOGUIO,Leisure,LA4902,NB,LA4901,9/1/2024,10/20/2024,......7,320,328,J,BOG,8:30:00 a. m.,UIO,10:10:00 a. m.,W8Y168,1:40:00,1:02:00 a. m.,REG,4C,BOG,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,BF00,0,0,BOG,LR,Yes,0,0,0,0,0,1,,,,,,,X,5,3,0,0,0,BOG,0,0,0,0,0,W12Y162,OP HUB,OP HUB,PCM02,PCM02-2,YNM02,YNM02-2,TC4CM01,TC4CM01-2
GRUMEX,,LA8113,WB,LA8112,9/1/2024,10/26/2024,1234567,789,78N,J,GRU,8:30:00 a. m.,MEX,2:55:00 p. m.,J30Y268,9:25:00,5:25:00 a. m.,LH,JJ,GRU,No,No,CV,CV,CV,HB00,HL00,0,0,0,FHB1,FHLD,0,0,HB00,HLBC,HLDE,0,GRU,LH,No,LH,CM,GRU-HB00-HL00-0-CV-CM,GRU,GRU,7,X,X,X,X,X,X,X,30,26,0,0,0,GRU,0,0,0,0,0,J30Y274,HUB,HUB,BCM05,BCM05-3,YWM06C,YWM06C-3,TCJJM03,TCJJM03-5
GRUAEP,Leisure,LA8141,NB,LA8140,9/1/2024,9/30/2024,1.....7,320,328,J,GRU,8:35:00 a. m.,AEP,11:40:00 a. m.,W8Y168,3:05:00,1:50:00 a. m.,REG,JJ,GRU,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,0,0,0,GRU,LR,Yes,0,0,0,0,0,2,X,,,,,,X,10,0,0,0,0,GRU,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCJJM01,TCJJM01-3
GRUSCL,Corporate,LA8204,NB,LA8205,9/1/2024,9/2/2024,1.....7,321,31R,J,GRU,8:35:00 a. m.,SCL,11:54:00 a. m.,W16Y200,4:19:00,1:59:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,HLDE,0,0,GRU,SH,No,PEC,TRIP PEC,GRU-HBPY-0-CV-TRIP PEC,GRU,GRU,2,X,,,,,,X,2,0,0,0,0,GRU,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-2,YNM04B,YNM04B-2,TCJJM02,TCJJM02-3
SCLLIM,Corporate,LA0527,NB,LA0526,9/1/2024,9/1/2024,......7,320,328,J,SCL,8:50:00 a. m.,LIM,11:40:00 a. m.,W12Y162,3:50:00,2:20:00 a. m.,REG,LA,SCL,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,BF00,0,0,SCL,SH,Yes,PEC,TRIP PEC,SCL-HBPY-0-CV-TRIP PEC,SCL,SCL,1,,,,,,,X,1,0,0,0,0,SCL,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-2,YNM04B,YNM04B-2,TCLAM01,TCLAM01-2
LIMMEX,Leisure,LA2471,NB,LA2472,9/1/2024,10/26/2024,..34567,320,3SP,J,LIM,8:50:00 a. m.,MEX,1:50:00 p. m.,W12Y162,6:00:00,1:35:00 a. m.,LH,LP,LIM,No,No,CV,CV,CV,0,0,0,HBPY,SNK4,HBE0,SAM2,0,0,HBPY,SS00,HLDE,BF00,LIM,LH,No,PEL,TRIP PEL,LIM-HBPY-0-CV-TRIP PEL,LIM,LIM,5,,,X,X,X,X,X,21,19,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM04,PCM04-2,YNM05,YNM05-2,TCLPM03,TCLPM03-2
LIMPUJ,Leisure,LA2453,NB,LA2452,9/1/2024,9/22/2024,1234567,320,38R,J,LIM,8:55:00 a. m.,PUJ,3:00:00 p. m.,W8Y168,5:05:00,2:30:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,HLDE,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HBPY-0-CV-TRIP PEL,LIM,LIM,7,X,X,X,X,X,X,X,22,0,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLPM02B,TCLPM02-2
LIMCUN,Leisure,LA2459,NB,LA2458,9/1/2024,9/8/2024,12....7,320,38R,J,LIM,8:55:00 a. m.,CUN,2:25:00 p. m.,W8Y168,5:30:00,1:20:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,HLDE,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HBPY-0-CV-TRIP PEL,LIM,LIM,3,X,X,,,,,X,4,0,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLPM02B,TCLPM02-2
BSBLIM,Leisure,LA2386,NB,LA2403,9/1/2024,9/8/2024,1.....7,320,328,J,BSB,9:00:00 a. m.,LIM,11:55:00 a. m.,W8Y168,4:55:00,1:30:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBER,0,0,0,HBPY,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HBPY-0-CV-TRIP PEL,LIM,LIM,2,X,,,,,,X,3,0,0,0,0,LIM,0,0,0,0,0,W12Y162,Caterer,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLPM02,TCLPM02-2
SCLIPC,,LA0842,WB,LA0841,9/1/2024,9/8/2024,1...567,789,789,J,SCL,9:10:00 a. m.,IPC,12:50:00 p. m.,J30Y270,5:40:00,1:55:00 a. m.,REG,LA,SCL,Yes,No,CV,CV,CV,HBE0,0,0,0,0,HB01,0,0,0,HBE0,SS00,BF00,0,SCL,LH,Yes,SH,TRIP BC,SCL-HBE0-0-0-CV-TRIP BC,SCL,SCL,4,X,,,,X,X,X,5,0,0,0,0,SCL,0,0,0,0,0,J30Y274,HUB,HUB,BCM03,BCM03-3,YWM04,YWM04-2,TCLAM02,TCLAM02-2
CUZSCL,Leisure,LA2366,NB,LA2367,9/1/2024,9/1/2024,......7,320,3SP,J,CUZ,9:10:00 a. m.,SCL,1:35:00 p. m.,W16Y156,3:25:00,1:05:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,SS00,BF00,0,LIM,LR,Yes,0,0,0,0,0,1,,,,,,,X,1,0,0,0,0,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCLPM02,TCLPM02-2
UIOMIA,Leisure,LA1453,NB,LA1454,9/1/2024,9/29/2024,......7,320,3SP,J,UIO,9:11:00 a. m.,MIA,2:30:00 p. m.,W16Y156,4:19:00,1:20:00 a. m.,LH,XL,UIO,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,HLDE,0,0,UIO,LH,No,PEL,TRIP PEL,UIO-HBPY-0-CV-TRIP PEL,LIM,UIO,1,,,,,,,X,5,0,0,0,0,UIO,0,0,0,0,0,W12Y162,OP HUB,OP HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCXLM01B,TCXLM01B-2
LPBVVI,Leisure,LA0890,NB,LA0890,9/1/2024,9/8/2024,...4.67,320,328,J,LPB,9:14:00 a. m.,VVI,10:29:00 a. m.,W12Y162,1:15:00,12:41:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,SNK2,0,DP00,0,0,0,HB00,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,3,,,,X,,X,X,4,0,0,0,0,SCL,TARJETA EQUIPAJE Y DIVISAS BOLIVIA,0,0,0,0,W12Y162,Station,HUB,PCM01,PCM01-1,YNM01,YNM01-1,TCLAM01,TCLAM01-2
LIMGRU,Corporate,LA3210,NB,LA8040,9/1/2024,9/8/2024,1..4.67,320,328,J,LIM,9:20:00 a. m.,GRU,4:20:00 p. m.,W12Y162,5:00:00,12:00:00 a. m.,REG,JJ,LIM,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,HLDE,0,0,GRU,SH,Yes,PEC,TRIP PEC,LIM-HBPY-0-CV-TRIP PEC,GRU,GRU,4,X,,,X,,X,X,5,0,0,0,0,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-2,YNM04B,YNM04B-2,TCJJM02,TCJJM02-3
LIMHAV,Leisure,LA2411,NB,LA2410,9/1/2024,9/8/2024,....5.7,319,319,J,LIM,9:25:00 a. m.,HAV,3:50:00 p. m.,W8Y132,5:25:00,1:35:00 a. m.,LH,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,SS00,BF00,0,LIM,LH,Yes,PEL,TRIP PEL,LIM-HBPY-0-CV-TRIP PEL,LIM,LIM,2,,,,,X,,X,3,0,0,0,0,LIM,0,0,0,0,0,W12Y126,HUB,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLPM02,TCLPM02-2
LISGRU,,LA8068,WB,LA8147,9/1/2024,9/15/2024,......7,789,78N,J,LIS,9:25:00 a. m.,GRU,3:20:00 p. m.,J30Y270,9:55:00,2:40:00 a. m.,LH,JJ,LIS,No,No,CV,CV,CV,HB00,HL00,0,0,0,FHB0,FHLD,0,0,HB00,HLBC,HLDE,0,LIS,REPO,No,LH,CM,LIS-HB00-HL00-0-CV-CM,GRU,GRU,1,,,,,,,X,3,0,0,0,0,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,J30Y274,Caterer,Caterer,BCM05,BCM05-3,YWM06,YWM06-3,TCJJM03,TCJJM03-5
LIMGYE,Leisure,LA2417,NB,LA2416,9/1/2024,10/20/2024,......7,319,319,J,LIM,9:30:00 a. m.,GYE,11:40:00 a. m.,W12Y126,2:10:00,1:05:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,BF00,0,0,LIM,LR,Yes,0,0,0,0,0,1,,,,,,,X,5,3,0,0,0,LIM,0,0,0,0,0,W12Y126,HUB,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCLPM01,TCLPM01-2
LIMAEP,Leisure,LA2381,NB,LA2380,9/1/2024,9/8/2024,12.45.7,320,328,J,LIM,9:35:00 a. m.,AEP,4:00:00 p. m.,W16Y156,4:25:00,1:10:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HBPY-0-CV-TRIP PEL,LIM,LIM,5,X,X,,X,X,,X,6,0,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLPM02,TCLPM02-2
LIMSCL,,LA0805,WB,LA2697,9/1/2024,9/7/2024,1234567,789,789,J,LIM,9:35:00 a. m.,SCL,2:05:00 p. m.,J30Y274,3:30:00,10:50:00 a. m.,REG,LP,LIM,No,No,CV,CV,CV,HBE0,0,0,0,0,HB01,0,0,0,HBE0,BF00,0,0,LIM,SH,No,SH,TRIP BC,LIM-HBE0-0-0-CV-TRIP BC,LIM,LIM,7,X,X,X,X,X,X,X,7,0,0,0,0,LIM,0,0,0,0,0,J30Y274,HUB,HUB,BCM03,BCM03-3,YWM04,YWM04-2,TCLPM01,TCLPM01-2
SCLCUN,,LA0582,WB,LA0582,9/1/2024,9/1/2024,......7,789,789,J,SCL,9:40:00 a. m.,CUN,4:50:00 p. m.,J30Y270,8:10:00,12:45:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,HB00,HL00,0,0,0,FHB0,FHLD,0,0,HB00,BF00,HLBC,BF00,SCL,LH,No,LH,CM,SCL-HB00-HL00-0-CV-CM,SCL,SCL,1,,,,,,,X,1,0,0,0,0,SCL,0,0,0,0,0,J30Y274,HUB,HUB,BCM05,BCM05-3,YWM06D,YWM06D-3,TCLAM02B,TCLAM02B-2
SCLFLN,Leisure,LA0717,NB,LA0716,9/1/2024,9/1/2024,......7,321,31R,J,SCL,9:49:00 a. m.,FLN,2:10:00 p. m.,W8Y212,3:21:00,1:05:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,BF00,0,0,SCL,SH,Yes,PEL,TRIP PEL,SCL-HBPY-0-CV-TRIP PEL,SCL,SCL,1,,,,,,,X,1,0,0,0,0,SCL,TARJETA BRASIL MIGRACION PORT/ENG,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLAM01,TCLAM01-2
LIMUIO,Leisure,LA2383,NB,LA2382,9/1/2024,9/14/2024,1....67,320,328,J,LIM,10:00:00 a. m.,UIO,12:20:00 p. m.,W8Y168,2:20:00,1:05:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HLDE,BF00,0,0,LIM,LR,Yes,0,0,0,0,0,3,X,,,,,X,X,6,0,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCLPM01,TCLPM01-3
GRUASU,Leisure,LA1305,NB,LA1304,9/1/2024,9/30/2024,1.....7,320,328,J,GRU,10:05:00 a. m.,ASU,11:20:00 a. m.,W8Y168,2:15:00,12:50:00 a. m.,REG,PZ,GRU,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HLDE,0,0,0,GRU,LR,Yes,0,0,0,0,0,2,X,,,,,,X,10,0,0,0,0,GRU,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCPZM01B,TCPZM01B-3
SCLGRU,,LA0631,WB,LA0630,9/1/2024,9/6/2024,..345.7,789,789,J,SCL,10:10:00 a. m.,GRU,2:50:00 p. m.,J30Y274,3:40:00,1:50:00 a. m.,REG,LA,SCL,No,No,CV,CV,CV,HBE0,0,0,0,0,HB01,0,0,0,HBE0,BF00,0,0,SCL,SH,Yes,SH,TRIP BC,SCL-HBE0-0-0-CV-TRIP BC,SCL,SCL,4,,,X,X,X,,X,4,0,0,0,0,SCL,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,J30Y274,HUB,HUB,BCM03,BCM03-3,YWM04,YWM04-2,TCLAM01,TCLAM01-3
